Customer_ID,first_purchase,last_purchase,transaction_lines,total_orders,total_sales,total_quantity,total_profit,recency_days,customer_lifetime_days,avg_order_value,avg_items_per_order,profit_margin,Segment,Region,value_tier,frequency_tier,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Customer_Segment
ME-17320,2014-01-06,2017-11-10,15,5,8866.71,52,1827.99,31,1404,1773.3419999999999,10.4,20.62,Home Office,South,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
ME-17725,2014-07-12,2017-12-02,4,3,810.47,18,208.66,9,1239,270.1566666666667,6.0,25.75,Consumer,South,Gold,Regular,5.0,4,3,5.043,12.0,Loyal Customers
MF-17665,2016-01-09,2016-11-04,3,3,262.71,15,71.11,402,300,87.57,5.0,27.07,Corporate,East,Silver,Regular,2.0,4,2,2.042,8.0,At Risk
MF-18250,2015-08-09,2015-11-12,5,2,458.36,17,134.61,760,95,229.18,8.5,29.37,Corporate,East,Silver,Occasional,1.0,2,2,1.022,5.0,Hibernating
MG-17650,2014-08-09,2017-12-01,10,4,3222.01,38,389.51,10,1210,805.5025,9.5,12.09,Home Office,West,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
MG-17680,2017-06-08,2017-06-08,2,1,1515.19,4,137.45,186,0,1515.19,4.0,9.07,Home Office,West,Gold,Occasional,3.0,1,4,3.014,8.0,Promising
MG-17695,2015-06-08,2015-06-08,2,1,145.5,5,-392.86,917,0,145.5,5.0,-270.01,Consumer,Central,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
MG-17875,2016-09-08,2017-09-05,2,2,354.66,3,32.81,97,362,177.33,1.5,9.25,Home Office,East,Silver,Occasional,4.0,2,2,4.022,8.0,New Customers
MG-17890,2016-03-04,2017-03-07,2,2,66.07,4,9.84,279,368,33.035,2.0,14.89,Home Office,East,Bronze,Occasional,3.0,3,1,3.031,7.0,Other
MG-18145,2015-09-03,2017-10-07,6,2,2079.67,36,61.39,65,765,1039.835,18.0,2.95,Consumer,East,Platinum,Occasional,4.0,3,5,4.035,12.0,Loyal Customers
MG-18205,2017-04-10,2017-04-10,2,1,16.74,8,-1.25,245,0,16.74,8.0,-7.47,Corporate,South,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
MH-17290,2017-03-11,2017-09-02,7,2,1689.71,25,-42.63,100,175,844.855,12.5,-2.52,Home Office,East,Platinum,Occasional,4.0,3,4,4.034,11.0,Loyal Customers
MH-17440,2014-02-04,2016-02-08,2,2,258.75,6,6.04,672,734,129.375,3.0,2.33,Corporate,Central,Silver,Occasional,1.0,3,2,1.032,6.0,At Risk
MH-17455,2014-07-11,2017-10-06,6,4,1849.74,21,435.75,66,1183,462.435,5.25,23.56,Consumer,South,Platinum,Frequent,4.0,5,4,4.054,13.0,Champions
MH-17620,2015-12-05,2016-09-03,2,2,75.42,8,25.89,464,273,37.71,4.0,34.33,Corporate,West,Bronze,Occasional,2.0,3,1,2.031,6.0,At Risk
MH-17785,2016-03-10,2016-03-10,1,1,104.7,1,6.54,641,0,104.7,1.0,6.25,Corporate,West,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
MH-18025,2014-07-08,2017-11-11,2,2,152.8,6,25.1,30,1222,76.4,3.0,16.43,Consumer,East,Bronze,Occasional,5.0,3,1,5.031,9.0,Other
MH-18115,2017-03-10,2017-03-10,4,1,91.73,8,4.23,276,0,91.73,8.0,4.61,Home Office,East,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
MJ-17740,2015-06-09,2017-12-08,9,5,1255.1,29,354.58,3,913,251.01999999999998,5.8,28.25,Consumer,West,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
MK-17905,2017-12-02,2017-12-02,1,1,47.96,5,4.2,9,0,47.96,5.0,8.76,Corporate,South,Bronze,Occasional,5.0,1,1,5.011,7.0,New Customers
MK-18160,2016-12-02,2017-05-04,9,3,778.99,36,250.11,221,153,259.66333333333336,12.0,32.11,Consumer,West,Gold,Regular,3.0,4,3,3.043,10.0,Potential Loyalists
ML-17395,2014-08-04,2017-02-09,6,4,1234.21,39,455.66,305,920,308.5525,9.75,36.92,Corporate,West,Gold,Frequent,2.0,5,4,2.054,11.0,At Risk Champions
ML-17410,2017-11-06,2017-11-06,2,1,175.32,5,-14.75,35,0,175.32,5.0,-8.41,Consumer,East,Bronze,Occasional,5.0,1,2,5.012,8.0,New Customers
ML-17755,2016-08-04,2017-12-01,9,5,1320.29,38,301.26,10,484,264.058,7.6,22.82,Home Office,South,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
ML-18040,2017-06-04,2017-10-12,3,2,681.24,15,115.6,60,130,340.62,7.5,16.97,Corporate,West,Silver,Occasional,4.0,3,3,4.033,10.0,Loyal Customers
MM-17260,2017-02-11,2017-02-11,1,1,147.57,2,-3.69,303,0,147.57,2.0,-2.5,Consumer,East,Bronze,Occasional,2.0,1,1,2.011,4.0,Hibernating
MM-17920,2015-01-10,2017-09-04,6,4,3327.08,16,63.95,98,968,831.77,4.0,1.92,Consumer,East,Platinum,Frequent,4.0,5,5,4.055,14.0,Champions
MM-18055,2014-04-11,2017-09-08,5,3,1256.81,26,-418.91,94,1246,418.93666666666667,8.666666666666666,-33.33,Consumer,Central,Gold,Regular,4.0,4,4,4.044,12.0,Champions
MM-18280,2017-06-10,2017-10-06,2,2,55.12,4,20.79,66,118,27.56,2.0,37.72,Corporate,East,Bronze,Occasional,4.0,3,1,4.031,8.0,Other
MN-17935,2014-07-11,2017-02-10,3,2,609.46,10,58.16,304,945,304.73,5.0,9.54,Consumer,East,Silver,Occasional,2.0,3,3,2.033,8.0,At Risk
MO-17500,2016-09-06,2016-10-04,3,2,813.96,12,120.86,433,28,406.98,6.0,14.85,Consumer,East,Gold,Occasional,2.0,3,3,2.033,8.0,At Risk
MO-17800,2017-06-03,2017-06-09,4,2,305.51,21,-69.47,185,6,152.755,10.5,-22.74,Home Office,Central,Silver,Occasional,3.0,3,2,3.032,8.0,Other
MO-17950,2015-04-02,2017-07-03,4,2,154.29,14,-82.01,161,823,77.145,7.0,-53.15,Consumer,Central,Bronze,Occasional,3.0,3,1,3.031,7.0,Other
MP-17470,2014-06-04,2016-01-11,8,4,1750.96,46,229.09,700,586,437.74,11.5,13.08,Home Office,East,Platinum,Frequent,1.0,5,4,1.054,10.0,At Risk Champions
MP-17965,2015-10-02,2017-07-07,3,3,302.88,13,90.84,157,644,100.96,4.333333333333333,29.99,Corporate,East,Silver,Regular,3.0,4,2,3.042,9.0,Other
MP-18175,2015-12-06,2017-10-05,6,4,344.17,18,55.31,67,669,86.0425,4.5,16.07,Home Office,West,Silver,Frequent,4.0,5,2,4.052,11.0,Other
MR-17545,2014-09-03,2017-07-08,3,3,190.36,12,33.86,156,1039,63.45333333333334,4.0,17.79,Home Office,East,Bronze,Regular,3.0,4,2,3.042,9.0,Other
MS-17365,2014-09-09,2017-04-01,15,6,3098.2,64,301.88,254,935,516.3666666666667,10.666666666666666,9.74,Consumer,Central,Platinum,Frequent,3.0,5,5,3.055,13.0,Potential Loyalists
MS-17530,2014-11-04,2015-11-01,2,2,337.3,4,58.72,771,362,168.65,2.0,17.41,Consumer,West,Silver,Occasional,1.0,3,2,1.032,6.0,At Risk
MS-17710,2014-04-04,2016-11-12,5,2,127.45,19,20.21,394,953,63.725,9.5,15.86,Consumer,West,Bronze,Occasional,2.0,3,1,2.031,6.0,At Risk
MS-17770,2014-07-04,2016-11-10,4,3,603.73,18,3.13,396,860,201.24333333333334,6.0,0.52,Consumer,Central,Silver,Regular,2.0,4,3,2.043,9.0,At Risk
MS-17830,2014-01-09,2016-10-04,4,3,359.84,11,15.75,433,999,119.94666666666666,3.6666666666666665,4.38,Consumer,Central,Silver,Regular,2.0,4,2,2.042,8.0,At Risk
MS-17980,2015-02-09,2017-12-04,8,4,721.98,36,36.38,7,1029,180.495,9.0,5.04,Corporate,Central,Gold,Frequent,5.0,5,3,5.053,13.0,Loyal Customers
MT-17815,2015-11-06,2017-11-11,4,3,52.72,9,1.78,30,736,17.573333333333334,3.0,3.38,Consumer,West,Bronze,Regular,5.0,4,1,5.041,10.0,Other
MT-18070,2016-08-11,2017-06-10,6,2,975.54,26,72.54,184,303,487.77,13.0,7.44,Home Office,West,Gold,Occasional,3.0,3,4,3.034,10.0,Potential Loyalists
MV-17485,2016-09-05,2017-12-03,3,3,565.72,9,157.16,8,454,188.57333333333335,3.0,27.78,Consumer,South,Silver,Regular,5.0,4,3,5.043,12.0,Loyal Customers
MV-18190,2015-03-05,2017-12-11,5,4,999.11,19,123.24,0,1012,249.7775,4.75,12.33,Consumer,East,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
MW-18220,2015-07-05,2015-07-05,2,1,73.78,6,-0.26,890,0,73.78,6.0,-0.35,Consumer,East,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
MY-17380,2017-03-02,2017-12-01,3,2,687.08,11,71.18,10,274,343.54,5.5,10.36,Corporate,West,Gold,Occasional,5.0,3,3,5.033,11.0,Loyal Customers
MY-18295,2016-04-01,2017-09-03,7,4,946.97,30,-112.39,99,520,236.7425,7.5,-11.87,Corporate,East,Gold,Frequent,4.0,5,3,4.053,12.0,Loyal Customers
MZ-17335,2015-11-08,2016-10-09,4,2,547.95,7,69.51,428,336,273.975,3.5,12.69,Home Office,West,Silver,Occasional,2.0,3,3,2.033,8.0,At Risk
MZ-17515,2014-04-04,2016-06-11,8,4,2203.05,29,763.66,548,799,550.7625,7.25,34.66,Corporate,East,Platinum,Frequent,2.0,5,5,2.055,12.0,At Risk Champions
NB-18655,2014-12-05,2017-12-11,4,3,605.0,19,97.27,0,1102,201.66666666666666,6.333333333333333,16.08,Corporate,East,Silver,Regular,5.0,4,3,5.043,12.0,Loyal Customers
NC-18340,2014-05-04,2015-04-04,7,2,1316.92,17,330.96,982,335,658.46,8.5,25.13,Consumer,Central,Gold,Occasional,1.0,3,4,1.034,8.0,At Risk
NC-18415,2014-05-03,2015-06-09,3,2,64.03,8,24.73,916,402,32.015,4.0,38.62,Consumer,East,Bronze,Occasional,1.0,3,1,1.031,5.0,At Risk
NC-18535,2017-04-01,2017-12-09,5,3,5741.4,21,591.55,2,252,1913.8,7.0,10.3,Corporate,West,Platinum,Regular,5.0,4,5,5.045,14.0,Champions
NC-18625,2015-05-02,2017-06-09,5,3,991.47,17,65.62,185,769,330.49,5.666666666666667,6.62,Corporate,Central,Gold,Regular,3.0,4,4,3.044,11.0,Potential Loyalists
ND-18370,2014-11-01,2017-12-03,4,3,727.03,12,3.86,8,1128,242.34333333333333,4.0,0.53,Consumer,South,Gold,Regular,5.0,4,3,5.043,12.0,Loyal Customers
ND-18460,2014-02-06,2017-06-10,4,2,1669.08,18,175.47,184,1220,834.54,9.0,10.51,Corporate,South,Platinum,Occasional,3.0,3,4,3.034,10.0,Potential Loyalists
NF-18385,2014-02-11,2017-10-12,4,2,2181.47,14,109.78,60,1339,1090.735,7.0,5.03,Consumer,South,Platinum,Occasional,4.0,3,5,4.035,12.0,Loyal Customers
NF-18475,2014-10-01,2014-10-01,1,1,4.71,1,0.0,1167,0,4.71,1.0,0.0,Home Office,West,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
NF-18595,2014-09-09,2017-09-07,8,4,389.34,38,105.45,95,1094,97.335,9.5,27.08,Home Office,East,Silver,Frequent,4.0,5,2,4.052,11.0,Other
NG-18355,2017-11-12,2017-11-12,1,1,370.78,3,-92.7,29,0,370.78,3.0,-25.0,Corporate,East,Silver,Occasional,5.0,1,2,5.012,8.0,New Customers
NG-18430,2014-12-03,2017-11-12,5,3,1278.94,25,169.1,29,1075,426.31333333333333,8.333333333333334,13.22,Consumer,Central,Gold,Regular,5.0,4,4,5.044,13.0,Champions
NH-18610,2014-03-02,2017-04-08,4,2,735.48,9,184.22,247,1133,367.74,4.5,25.05,Corporate,Central,Gold,Occasional,3.0,3,3,3.033,9.0,Potential Loyalists
NK-18490,2017-10-12,2017-10-12,2,1,102.83,6,37.35,60,0,102.83,6.0,36.32,Home Office,West,Bronze,Occasional,4.0,1,1,4.011,6.0,New Customers
NL-18310,2017-11-02,2017-11-02,6,1,1158.88,31,282.44,39,0,1158.88,31.0,24.37,Home Office,West,Gold,Occasional,4.0,1,4,4.014,9.0,New Customers
NM-18445,2014-02-08,2014-11-04,8,3,5321.48,21,2390.85,1133,269,1773.8266666666666,7.0,44.93,Home Office,East,Platinum,Regular,1.0,4,5,1.045,10.0,At Risk Champions
NM-18520,2015-09-08,2016-12-03,7,4,1885.81,34,718.27,373,452,471.4525,8.5,38.09,Consumer,Central,Platinum,Frequent,2.0,5,5,2.055,12.0,At Risk Champions
NP-18325,2015-08-09,2017-12-05,13,3,3817.89,49,894.72,6,849,1272.6299999999999,16.333333333333332,23.43,Consumer,West,Platinum,Regular,5.0,4,5,5.045,14.0,Champions
NP-18670,2017-10-12,2017-11-02,6,2,2353.94,27,187.16,39,21,1176.97,13.5,7.95,Consumer,Central,Platinum,Occasional,4.0,3,5,4.035,12.0,Loyal Customers
NP-18685,2014-03-07,2015-12-06,3,3,1115.01,9,478.22,736,639,371.67,3.0,42.89,Home Office,Central,Gold,Regular,1.0,4,4,1.044,9.0,At Risk Champions
NP-18700,2014-09-05,2016-11-05,7,4,7174.72,35,535.74,401,792,1793.68,8.75,7.47,Consumer,West,Platinum,Frequent,2.0,5,5,2.055,12.0,At Risk Champions
NR-18550,2014-06-07,2017-06-03,10,3,1747.38,32,-271.74,191,1092,582.46,10.666666666666666,-15.55,Consumer,Central,Platinum,Regular,3.0,4,4,3.044,11.0,Potential Loyalists
NS-18505,2017-10-01,2017-10-01,4,1,413.78,20,91.35,71,0,413.78,20.0,22.08,Consumer,West,Silver,Occasional,4.0,1,2,4.012,7.0,New Customers
NS-18640,2015-03-09,2017-07-09,20,9,2156.95,93,-383.09,155,853,239.6611111111111,10.333333333333334,-17.76,Corporate,Central,Platinum,Frequent,3.0,5,5,3.055,13.0,Potential Loyalists
NW-18400,2015-05-08,2017-07-11,8,3,3598.99,32,839.32,153,795,1199.6633333333332,10.666666666666666,23.32,Consumer,East,Platinum,Regular,3.0,4,5,3.045,12.0,Potential Loyalists
NZ-18565,2014-08-02,2017-10-06,11,6,1452.38,41,293.63,66,1161,242.06333333333336,6.833333333333333,20.22,Home Office,West,Gold,Frequent,4.0,5,4,4.054,13.0,Champions
ON-18715,2014-11-04,2016-03-11,9,4,753.08,34,218.85,640,493,188.27,8.5,29.06,Corporate,Central,Gold,Frequent,1.0,5,3,1.053,9.0,At Risk
OT-18730,2016-06-10,2016-06-10,3,1,1388.78,11,-191.56,549,0,1388.78,11.0,-13.79,Consumer,West,Gold,Occasional,2.0,1,4,2.014,7.0,Lost
PA-19060,2015-03-02,2015-03-02,2,1,112.04,7,53.58,1015,0,112.04,7.0,47.82,Home Office,Central,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
PB-18805,2017-12-05,2017-12-05,5,1,497.04,21,125.82,6,0,497.04,21.0,25.31,Home Office,West,Silver,Occasional,5.0,1,3,5.013,9.0,New Customers
PB-19105,2017-11-03,2017-11-03,1,1,40.78,3,0.51,38,0,40.78,3.0,1.25,Consumer,East,Bronze,Occasional,4.0,1,1,4.011,6.0,New Customers
PB-19150,2014-12-12,2014-12-12,1,1,23.47,3,7.63,1095,0,23.47,3.0,32.51,Consumer,South,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
PB-19210,2016-02-11,2016-02-11,1,1,69.93,7,0.7,669,0,69.93,7.0,1.0,Corporate,Central,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
PC-18745,2016-11-10,2016-11-10,2,1,225.83,10,66.57,396,0,225.83,10.0,29.48,Corporate,West,Bronze,Occasional,2.0,1,2,2.012,5.0,Hibernating
PC-19000,2014-04-08,2015-08-01,3,2,1061.49,18,-184.34,863,480,530.745,9.0,-17.37,Home Office,West,Gold,Occasional,1.0,3,4,1.034,8.0,At Risk
PF-19120,2014-05-05,2015-04-07,5,2,887.74,21,-1115.6,979,337,443.87,10.5,-125.67,Consumer,South,Gold,Occasional,1.0,3,3,1.033,7.0,At Risk
PF-19165,2016-11-09,2016-11-09,1,1,479.97,3,177.59,397,0,479.97,3.0,37.0,Consumer,West,Silver,Occasional,2.0,1,3,2.013,6.0,Lost
PF-19225,2016-11-03,2017-09-07,8,3,2058.95,28,547.96,95,308,686.3166666666666,9.333333333333334,26.61,Consumer,West,Platinum,Regular,4.0,4,5,4.045,13.0,Champions
PG-18820,2014-05-09,2017-11-11,9,5,1042.73,30,359.61,30,1282,208.546,6.0,34.49,Consumer,West,Gold,Frequent,5.0,5,4,5.054,14.0,Champions
PG-18895,2014-05-11,2017-11-03,6,3,753.48,19,12.9,38,1272,251.16,6.333333333333333,1.71,Consumer,Central,Gold,Regular,4.0,4,3,4.043,11.0,Loyal Customers
PJ-18835,2016-05-05,2017-11-03,3,3,50.0,10,20.44,38,547,16.666666666666668,3.3333333333333335,40.88,Corporate,South,Bronze,Regular,4.0,4,1,4.041,9.0,Other
PJ-19015,2014-04-07,2016-09-08,2,2,155.0,3,-10.0,459,885,77.5,1.5,-6.45,Consumer,South,Bronze,Occasional,2.0,3,1,2.031,6.0,At Risk
PK-18910,2014-04-04,2016-09-03,3,2,1441.15,14,-798.7,464,883,720.575,7.0,-55.42,Home Office,East,Gold,Occasional,2.0,3,4,2.034,9.0,At Risk
PK-19075,2014-11-11,2017-11-07,11,5,2917.96,50,284.53,34,1092,583.592,10.0,9.75,Consumer,Central,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
PL-18925,2014-11-01,2014-11-01,2,1,65.8,8,31.83,1136,0,65.8,8.0,48.37,Home Office,West,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
PM-18940,2014-05-04,2016-12-09,2,2,1103.66,11,179.59,367,950,551.83,5.5,16.27,Consumer,Central,Gold,Occasional,2.0,3,4,2.034,9.0,At Risk
PM-19135,2016-10-08,2017-11-09,3,2,751.29,13,89.89,32,397,375.645,6.5,11.96,Home Office,Central,Gold,Occasional,5.0,3,3,5.033,11.0,Loyal Customers
PN-18775,2015-08-07,2017-11-09,4,3,181.85,13,59.01,32,825,60.61666666666667,4.333333333333333,32.45,Home Office,East,Bronze,Regular,5.0,4,2,5.042,11.0,Other
PO-18850,2014-11-02,2017-10-03,8,5,434.46,24,74.51,69,1066,86.892,4.8,17.15,Consumer,South,Silver,Frequent,4.0,5,2,4.052,11.0,Other
PO-18865,2017-08-05,2017-08-05,3,1,338.86,17,156.54,128,0,338.86,17.0,46.2,Consumer,Central,Silver,Occasional,3.0,1,2,3.012,6.0,Promising
PO-19180,2015-08-11,2016-09-12,11,4,3866.64,33,853.17,455,398,966.66,8.25,22.06,Home Office,Central,Platinum,Frequent,2.0,5,5,2.055,12.0,At Risk Champions
PO-19195,2014-01-04,2017-10-05,5,2,524.78,18,-37.19,67,1370,262.39,9.0,-7.09,Home Office,Central,Silver,Occasional,4.0,3,3,4.033,10.0,Loyal Customers
PP-18955,2014-09-08,2016-11-10,23,4,3453.34,89,782.73,396,794,863.335,22.25,22.67,Home Office,South,Platinum,Frequent,2.0,5,5,2.055,12.0,At Risk Champions
PR-18880,2014-09-05,2015-04-11,3,2,153.87,7,26.42,975,218,76.935,3.5,17.17,Consumer,South,Bronze,Occasional,1.0,3,1,1.031,5.0,At Risk
PS-18760,2016-03-09,2016-03-09,4,1,435.85,13,124.19,642,0,435.85,13.0,28.49,Consumer,East,Silver,Occasional,1.0,1,2,1.012,4.0,Hibernating
PS-18970,2015-05-11,2017-10-04,3,3,219.95,13,28.83,68,877,73.31666666666666,4.333333333333333,13.11,Home Office,East,Bronze,Regular,4.0,4,2,4.042,10.0,Other
PS-19045,2016-11-07,2017-05-08,3,3,3389.83,9,1064.8,217,182,1129.9433333333334,3.0,31.41,Home Office,West,Platinum,Regular,3.0,4,5,3.045,12.0,Potential Loyalists
PT-19090,2014-09-12,2016-09-05,2,2,98.64,8,-25.55,462,724,49.32,4.0,-25.9,Consumer,Central,Bronze,Occasional,2.0,3,1,2.031,6.0,At Risk
PV-18985,2014-07-12,2017-10-02,8,3,2332.03,32,278.92,70,1178,777.3433333333334,10.666666666666666,11.96,Home Office,West,Platinum,Regular,4.0,4,5,4.045,13.0,Champions
PW-19030,2015-02-03,2017-08-05,3,3,220.48,11,75.92,128,914,73.49333333333333,3.6666666666666665,34.43,Corporate,South,Bronze,Regular,3.0,4,2,3.042,9.0,Other
PW-19240,2015-12-03,2015-12-03,1,1,359.5,3,-29.61,739,0,359.5,3.0,-8.24,Consumer,West,Silver,Occasional,1.0,1,2,1.012,4.0,Hibernating
QJ-19255,2014-06-01,2017-12-05,7,6,4947.48,31,1166.53,6,1283,824.5799999999999,5.166666666666667,23.58,Corporate,Central,Platinum,Frequent,5.0,5,5,5.055,15.0,Champions
RA-19285,2016-08-04,2017-12-01,6,3,831.89,21,229.2,10,484,277.2966666666667,7.0,27.55,Consumer,Central,Gold,Regular,5.0,4,3,5.043,12.0,Loyal Customers
RA-19885,2014-04-08,2017-11-05,3,3,1380.52,11,372.21,36,1307,460.17333333333335,3.6666666666666665,26.96,Corporate,West,Gold,Regular,4.0,4,4,4.044,12.0,Champions
RA-19915,2014-11-01,2014-11-01,2,1,2027.14,7,252.31,1136,0,2027.14,7.0,12.45,Consumer,West,Platinum,Occasional,1.0,1,5,1.015,7.0,Lost
RA-19945,2015-12-10,2015-12-10,1,1,25.49,2,4.46,732,0,25.49,2.0,17.5,Consumer,East,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
RB-19360,2016-04-01,2016-04-01,6,1,560.78,22,116.35,619,0,560.78,22.0,20.75,Consumer,East,Silver,Occasional,1.0,1,3,1.013,5.0,Lost
RB-19435,2014-03-11,2017-12-11,7,4,959.95,25,187.93,0,1371,239.9875,6.25,19.58,Consumer,Central,Gold,Frequent,5.0,5,3,5.053,13.0,Loyal Customers
RB-19465,2014-09-07,2016-07-04,10,4,1389.11,34,355.2,525,666,347.2775,8.5,25.57,Home Office,West,Gold,Frequent,2.0,5,4,2.054,11.0,At Risk Champions
RB-19570,2016-09-03,2017-12-05,4,2,398.47,15,74.84,6,458,199.235,7.5,18.78,Consumer,Central,Silver,Occasional,5.0,3,2,5.032,10.0,Other
RB-19705,2017-11-06,2017-11-06,1,1,5.68,1,-3.79,35,0,5.68,1.0,-66.73,Home Office,West,Bronze,Occasional,5.0,1,1,5.011,7.0,New Customers
RB-19795,2014-06-03,2017-10-05,4,3,201.05,16,78.59,67,1220,67.01666666666667,5.333333333333333,39.09,Home Office,Central,Bronze,Regular,4.0,4,2,4.042,10.0,Other
RC-19825,2014-12-05,2016-11-04,3,3,363.52,9,40.86,402,700,121.17333333333333,3.0,11.24,Consumer,Central,Silver,Regular,2.0,4,2,2.042,8.0,At Risk
RC-19960,2014-12-06,2017-09-11,4,3,462.99,7,-126.49,91,1010,154.33,2.3333333333333335,-27.32,Consumer,South,Silver,Regular,4.0,4,2,4.042,10.0,Other
RD-19480,2014-06-08,2016-12-01,4,3,1891.07,14,178.92,375,907,630.3566666666667,4.666666666666667,9.46,Consumer,Central,Platinum,Regular,2.0,4,5,2.045,11.0,At Risk Champions
RD-19585,2014-04-02,2017-07-03,7,5,1820.51,28,510.59,161,1188,364.102,5.6,28.05,Consumer,Central,Platinum,Frequent,3.0,5,4,3.054,12.0,Potential Loyalists
RD-19660,2015-04-12,2017-09-07,2,2,1618.68,6,757.82,95,879,809.34,3.0,46.82,Home Office,Central,Platinum,Occasional,4.0,3,4,4.034,11.0,Loyal Customers
RD-19720,2014-08-09,2017-12-09,10,5,706.07,46,38.24,2,1218,141.214,9.2,5.42,Consumer,East,Gold,Frequent,5.0,5,3,5.053,13.0,Loyal Customers
RD-19810,2016-06-07,2017-02-03,7,3,712.94,27,182.41,311,241,237.64666666666668,9.0,25.59,Home Office,East,Gold,Regular,2.0,4,3,2.043,9.0,At Risk
RD-19900,2014-04-05,2017-09-07,12,3,1895.92,58,270.52,95,1251,631.9733333333334,19.333333333333332,14.27,Consumer,West,Platinum,Regular,4.0,4,5,4.045,13.0,Champions
RD-19930,2014-10-03,2017-04-10,7,2,164.01,20,0.69,245,920,82.005,10.0,0.42,Consumer,Central,Bronze,Occasional,3.0,3,1,3.031,7.0,Other
RE-19450,2014-06-03,2017-03-03,4,2,237.06,22,-15.13,283,1004,118.53,11.0,-6.38,Consumer,Central,Bronze,Occasional,3.0,3,2,3.032,8.0,Other
RF-19345,2016-03-04,2016-12-05,2,2,22.03,7,7.41,371,276,11.015,3.5,33.64,Corporate,South,Bronze,Occasional,2.0,3,1,2.031,6.0,At Risk
RF-19735,2014-08-06,2017-10-02,5,2,338.56,25,130.34,70,1153,169.28,12.5,38.5,Consumer,Central,Silver,Occasional,4.0,3,2,4.032,9.0,Other
RF-19840,2014-11-12,2016-12-12,3,2,489.79,13,143.55,364,761,244.895,6.5,29.31,Consumer,Central,Silver,Occasional,2.0,3,3,2.033,8.0,At Risk
RH-19495,2017-08-12,2017-08-12,1,1,20.74,4,7.26,121,0,20.74,4.0,35.0,Consumer,South,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
RH-19510,2016-03-10,2016-03-10,2,1,3384.45,6,382.83,641,0,3384.45,6.0,11.31,Home Office,West,Platinum,Occasional,1.0,1,5,1.015,7.0,Lost
RH-19555,2015-12-04,2015-12-04,1,1,8.23,3,-6.03,738,0,8.23,3.0,-73.27,Consumer,South,Bronze,Occasional,1.0,1,1,1.011,3.0,Hibernating
RH-19600,2015-07-02,2015-11-08,10,2,2056.74,41,165.38,764,129,1028.37,20.5,8.04,Consumer,Central,Platinum,Occasional,1.0,3,5,1.035,9.0,At Risk
RK-19300,2015-10-12,2017-09-02,2,2,221.86,4,-9.86,100,691,110.93,2.0,-4.44,Consumer,East,Bronze,Occasional,4.0,3,2,4.032,9.0,Other
RL-19615,2014-12-05,2017-07-07,19,4,4608.12,70,71.93,157,945,1152.03,17.5,1.56,Consumer,Central,Platinum,Frequent,3.0,5,5,3.055,13.0,Potential Loyalists
RM-19375,2014-05-11,2016-07-07,3,3,617.41,12,169.66,522,788,205.8033333333333,4.0,27.48,Consumer,Central,Silver,Regular,2.0,4,3,2.043,9.0,At Risk
RM-19675,2015-10-01,2015-10-01,2,1,334.43,7,103.92,802,0,334.43,7.0,31.07,Home Office,East,Silver,Occasional,1.0,1,2,1.012,4.0,Hibernating
RM-19750,2017-03-06,2017-03-06,2,1,98.35,4,28.69,280,0,98.35,4.0,29.17,Consumer,East,Bronze,Occasional,3.0,1,1,3.011,5.0,Promising
RO-19780,2015-05-12,2016-11-10,5,4,1853.29,21,-993.53,396,548,463.3225,5.25,-53.61,Consumer,South,Platinum,Frequent,2.0,5,4,2.054,11.0,At Risk Champions
RP-19270,2015-08-06,2015-08-06,4,1,467.65,13,-91.22,858,0,467.65,13.0,-19.51,Corporate,Central,Silver,Occasional,1.0,1,2,1.012,4.0,Hibernating
RP-19390,2014-11-03,2015-10-02,7,5,2929.12,25,709.56,801,333,585.824,5.0,24.22,Consumer,Central,Platinum,Frequent,1.0,5,5,1.055,11.0,At Risk Champions
RP-19855,2014-04-05,2017-12-02,3,3,662.93,15,219.28,9,1337,220.97666666666666,5.0,33.08,Corporate,Central,Silver,Regular,5.0,4,3,5.043,12.0,Loyal Customers
RR-19315,2017-12-11,2017-12-11,3,1,608.55,5,-77.3,0,0,608.55,5.0,-12.7,Consumer,Central,Silver,Occasional,5.0,1,3,5.013,9.0,New Customers
RR-19525,2014-09-09,2015-12-05,5,2,2401.79,18,554.53,737,452,1200.895,9.0,23.09,Corporate,East,Platinum,Occasional,1.0,3,5,1.035,9.0,At Risk
